,question,year,gold_label,gold_context,gold_document_id,rag_pred,baseline_pred,retrieved_id
24669960,Does the sex of acute stroke patients influence the effectiveness of rt-PA?,2014,no,"In our study; sex is not a significant predictor of recanalization rate, time to recanalization or 3-month outcome in stroke patients following IV rt-PA.",24669960,yes,no,24669960
9278754,Are head and neck specific quality of life measures necessary?,1997,yes,"Head and neck-specific QOL measures are necessary and should include domains that reflect ES, SC, and AP.",9278754,yes,yes,9278754
8738894,Diabetes mellitus among Swedish art glass workers--an effect of arsenic exposure?,1996,no,"The observations from this study provide limited support for the possibility that occupational arsenic exposure could play a role in the development of diabetes mellitus. Many other metallic compounds are also used in art glass production, however, and there is a possibility of confounding.",8738894,yes,yes,8738894
24671913,Does SYNTAX score predict in-hospital outcomes in patients with ST elevation myocardial infarction undergoing primary percutaneous coronary intervention?,2014,yes,SxS is a useful tool that can predict in-hospital outcomes of patients with STEMI undergoing pPCI.,24671913,yes,yes,24671913
22540518,Is micro-computed tomography reliable to determine the microstructure of the maxillary alveolar bone?,2013,yes,BV/TV assessed by micro-CT correlates with the percentage of bone assessed by conventional stereologic-based histomorphometry. Micro-CT is a reliable technique to determine the bone density and the microstructure of the maxillary alveolar bone at the site of dental implant insertion.,22540518,yes,yes,22540518
17054994,Does frozen section alter surgical management of multinodular thyroid disease?,2006,no,"While FS was commonly used in patients undergoing thyroidectomy at our institution, in no patient over the last decade did FS correctly alter the intraoperative management. Given the time required to perform FS and the cost associated with it, we believe that routine FS should not be performed in these patients.",17054994,no,no,17054994
26999038,Could chest wall rigidity be a factor in rapid death from illicit fentanyl abuse?,2016,yes,"In summary we believe sudden onset chest wall rigidity may be a significant and previously unreported factor leading to an increased mortality, from illicit IV fentanyl use. Fentanyl and norfentanyl ratios and concentrations suggest a more rapid onset of death given the finding of fentanyl without norfentanyl in many of the fatalities. Chest wall rigidity may help explain the cause of death in these instances, in contrast to the typical opioid-related overdose deaths. Intravenous heroin users should be educated regarding this potentially fatal complication given the increasingly common substitution and combination with heroin of fentanyl.",26999038,yes,yes,26999038
23598835,Is severe pain immediately after spinal augmentation a predictor of long-term outcomes?,2013,no,Patients with severe pain immediately after vertebroplasty have similar long-term outcomes compared with patients without severe pain.,23598835,yes,no,23598835
17890090,Can computerised tomography replace bone scintigraphy in detecting bone metastases from breast cancer?,2008,yes,"Our findings suggest routine BS of patients presenting with MBC is not required if CT (thorax, abdomen, and pelvis) is performed.",17890090,yes,no,17890090
22813804,Does obesity impact the pattern and outcome of trauma in children?,2012,no,"Obesity does not seem to impact the severity of injury, mortality rate, types of injury, and procedure outcomes in children. Obese patients are more likely to have rib and pelvic injuries.",22813804,yes,yes,22813804
26923375,Is non-invasive diagnosis of esophageal varices in patients with compensated hepatic cirrhosis possible by duplex Doppler ultrasonography?,2016,yes,The SPI was accurate in predicting the presence or absence of esophageal varices in patients with compensated cirrhosis.,26923375,yes,yes,26923375
20304513,Is (18)F-FDG a surrogate tracer to measure tumor hypoxia?,2010,no,This study showed that FDG is not a good surrogate tracer for tumor hypoxia under either ambient or hypoxic conditions. Only specific hypoxia tracers should be used to measure tumor hypoxia.,20304513,no,yes,20304513
21689015,Can dogs prime autistic children for therapy?,2011,yes,"These findings are in accordance with previous experimental work and provide additional support for the assertion that dogs can prime autistic children for therapy. Ultimately, this study may contribute toward a change for full acceptance of canine-assisted therapy programs within the medical milieu. Additional studies using a similar research protocol on more autistic children will certainly help professionals to work on the most effective methods to individually serve this population through canine-assisted interventions.",21689015,yes,no,21689015
10811329,Are 99mTc leukocyte scintigraphy and SBFT studies useful in children suspected of having inflammatory bowel disease?,2000,yes,"Our results suggest that 99mTc-WBC is useful as an initial screening modality to exclude IBD, and is more sensitive than UGI-SBFT studies.",10811329,yes,yes,10811329
10834864,Risk factors for avascular necrosis of bone in patients with systemic lupus erythematosus: is there a role for antiphospholipid antibodies?,2000,no,Incorporating an adjustment for corticosteroid use we were unable to show a link between the presence of aPL and the development of AVN in patients with SLE.,10834864,no,yes,10834864
27909738,Prostate bed target interfractional motion using RTOG consensus definitions and daily CT on rails : Does target motion differ between superior and inferior portions of the clinical target volume?,2017,no,There are no statistically apparent motion differences between SUP-CTV and INF-CTV. Current uniform planning target volume (PTV) margins are adequate to cover both portions of the CTV.,27909738,yes,yes,27909738
26063028,Esophagogastric devascularization without splenectomy in portal hypertension: safe and effective?,2015,yes,EDWS is a safe and effective treatment for esophagogastric varices secondary to portal hypertension in selected patients. Patients treated with EDWS had a lower complication rate of portal venous system thrombosis compared with those treated with conventional MED.,26063028,yes,yes,26063028
25034219,Does maternal obesity have an influence on feeding behavior of obese children?,2015,no,"Mothers' BMI highly correlate with children's BMI-z-scores. The degree of child's obesity increases mothers' concern and food restriction behavior. While mothers of obese children have a high prevalence of obesity, maternal obesity was found to have no significant influence on feeding behavior of obese school children.",25034219,no,yes,25034219
25521278,Is plate clearing a risk factor for obesity?,2015,yes,The tendency to clear one's plate when eating is associated with increased body weight and may constitute a risk factor for weight gain.,25521278,yes,yes,25521278
27908583,Should lower limb fractures be treated surgically in patients with chronic spinal injuries?,,yes,"Chronic spinal cord injuries patients with lower limb fractures who are treated surgically achieved a more reliable consolidation, practically a free range of motion, low rate of cutaneous complications, and pain associated with the fracture. This allows a quick return to the previous standard of living, and should be considered as an alternative to orthopaedic treatment in these patients.",27908583,yes,yes,27908583
23422012,Is vancomycin MIC creep a worldwide phenomenon?,2013,no,We were unable to find in our institution data compatible to the presence of vancomycin MIC creep during the study period. This phenomenon seems not to be generalized; as a result each institution should systematically monitor MRSA vancomycin MIC over time.,23422012,no,yes,23422012
11500608,Does short-term treatment with proton pump inhibitors cause rebound aggravation of symptoms?,2001,no,There is no indication of a rebound aggravation of symptoms 12 to 14 days after a 5-day treatment with lansoprazole 60 mg once daily in patients with reflux symptoms.,11500608,yes,yes,11500608
8111516,Do family physicians make good sentinels for influenza?,1993,yes,"Family physicians provide sensitive, timely, and accurate community influenza morbidity data that complement data from other surveillance systems. This information enables monitoring of the type, timing, and intensity of influenza activity and can help health care workers implement prevention or control measures.",8111516,yes,no,8111516
25604390,Aberrant loss of dickkopf-3 in gastric cancer: can it predict lymph node metastasis preoperatively?,2015,yes,Loss of DKK3 protein expression was significantly associated with poor survival in patients with gastric cancer and was strongly correlated with the TNM stage. DKK3 might be a potential biomarker of lymph node involvement that can improve the predictive power of CT.,25604390,yes,no,25604390
25985014,Is ganglionated plexi ablation during Maze IV procedure beneficial for postoperative long-term stable sinus rhythm?,2015,no,GP ablation did not prove to be beneficial for postoperative stable NSR. A complete left atrial lesion set and biatrial ablation are advisable for improving rhythm outcomes. Randomized controlled trials are necessary to confirm our findings.,25985014,yes,yes,25985014
14627582,Double reading of barium enemas: is it necessary?,2003,no,"Although feasible, double reading of barium enemas does not improve sensitivity for detection of polyps and produces a higher false-positive rate.",14627582,yes,yes,14627582
18570208,Is severe macrosomia manifested at 11-14 weeks of gestation?,2008,yes,Severe macrosomia apparently manifests as early as 11-14 weeks' gestation.,18570208,yes,yes,18570208
23448747,Do older adults with cancer fall more often?,2013,yes,The fall rate was higher in older adults with cancer than in older adults without cancer.,23448747,yes,yes,23448747
20156655,Scrotal approach to both palpable and impalpable undescended testes: should it become our first choice?,2010,yes,"Initial single scrotal incision can be recommended for orchidopexy, even in the more difficult cases of impalpable undescended testes. Advantages seem to include shorter operative time, a cosmetically appealing single incision, and possibly less pain. The scrotal incision technique significantly reduces the need for laparoscopy in impalpable testes. Surprisingly, it even allows successful orchidopexy of abdominal testes, provided an open processus is present.",20156655,yes,yes,20156655
16147837,Is grandmultiparity an independent risk factor for adverse perinatal outcomes?,2005,yes,"Grandmultiparous women had increased maternal and neonatal morbidity, and neonatal mortality even after controlling for confounders, suggesting a need for closer observation than regular multiparous patients during labor and delivery.",16147837,yes,yes,16147837
16249670,Does the investing layer of the deep cervical fascia exist?,2005,no,"This study provides anatomical evidence to indicate that the so-called investing cervical fascia does not exist in the anterior triangle of the neck. Taking the previous reports together, the authors' findings strongly suggest that deep potential spaces in the neck are directly continuous with the subcutaneous tissue.",16249670,no,yes,16249670
24495711,Is crime associated with over-the-counter pharmacy syringe sales?,2014,yes,Our findings demonstrate that OTC pharmacy syringe sales were not associated with increases in reported crime in local communities in Los Angeles during 2006-2008.,24495711,no,yes,24495711
17593459,Is double-balloon enteroscopy an accurate method to diagnose small-bowel disorders?,2007,yes,"1. DBE is a safe and and accurate method to diagnose small bowel disorders; 2. this method permits chromoscopy, biopsies and treatment of the lesions.",17593459,yes,yes,17593459
24577079,Does strategy training reduce age-related deficits in working memory?,2014,no,"Strategy training can boost WM performance, and its benefits appear to arise from strategy-specific effects and not from domain-general gains in cognitive ability.",24577079,no,yes,24577079
9582182,Does the SCL 90-R obsessive-compulsive dimension identify cognitive impairments?,1998,yes,Our data suggest that the SCL 90-R is best viewed as an indicator of unidimensional emotional distress and somatic effects of structural brain injury.,9582182,yes,no,9582182
17715311,Is fetal anatomic assessment on follow-up antepartum sonograms clinically useful?,2007,yes,"A fetal anatomic survey on follow-up sonograms may identify unanticipated fetal anomalies, especially when the indication is for fetal growth.",17715311,yes,yes,17715311
12094116,Is muscle power related to running speed with changes of direction?,2002,yes,"The relationships between leg muscle power and change-of-direction speed were not consistent. Reactive strength as measured by the drop jump appears to have some importance for lateral change-of-direction speed, possibly because of similar push-off actions. It was concluded that reactive strength of the leg extensor muscles has some importance in change-of-direction performance but the other technical and perceptual factors than influence agility performance should also be considered.",12094116,yes,yes,12094116
19430778,Can magnetic resonance imaging accurately predict concordant pain provocation during provocative disc injection?,2009,yes,The proposed MR classification is useful to predict a disc with concordant pain. Disc protrusion with HIZ on MR imaging predicted positive discography in patients with discogenic low back pain.,19430778,yes,yes,19430778
12848629,Is a 9-month treatment sufficient in tuberculous enterocolitis?,2003,yes,Tuberculous enterocolitis can be managed by 9-month chemotherapy without disease recurrence. Further investigations are needed in immunocompromised patients.,12848629,yes,yes,12848629
10732884,Does coronary angiography before emergency aortic surgery affect in-hospital mortality?,2000,no,"These data indicate that determination of coronary anatomy may not impact on survival in patients undergoing emergency surgery of the aorta and support the concept that once diagnosed, patients should proceed as quickly as possible to surgery.",10732884,no,yes,10732884
23568387,Is bicompartmental knee arthroplasty more favourable to knee muscle strength and physical performance compared to total knee arthroplasty?,2013,no,"Although theoretically plausible, bicompartmental knee arthroplasty was not superior in knee muscle strength and physical performance at 1 year compared with total knee arthroplasty.",23568387,yes,yes,23568387
25675614,Can gingival crevicular blood be relied upon for assessment of blood glucose level?,2014,yes,The data from this study has shown that GCB collected during diagnostic periodontal examination can be an excellent source of blood for glucometric analysis.,25675614,yes,yes,25675614
26864326,Predicting admission at triage: are nurses better than a simple objective score?,2017,yes,"GAPS, a simple clinical score, is a better predictor of admission than triage nurses, unless the nurse is sure about the outcome, in which case their clinical judgement should be respected.",26864326,yes,yes,26864326
26784147,Target Serum Urate: Do Gout Patients Know Their Goal?,2016,no,"There is a knowledge deficit regarding the SU treatment goal among gout patients receiving ULT, despite generally high levels of other gout-specific knowledge. SU goal information may be an important and underutilized concept among providers treating gout patients.",26784147,yes,no,26784147
20850631,Diagnosis and follow-up in constipated children: should we use ultrasound?,2010,yes,The use of US helps in making a correct diagnosis and in the follow-up with objective criteria and also convinces the patient and the family that the treatment needs to be continued.,20850631,yes,no,20850631
27642458,Did the call for boycott by the Catholic bishops affect the polio vaccination coverage in Kenya in 2015?,2016,no,"The call for boycott did not affect the campaign significantly. However, if the call for boycott is repeated in future it could have some significant negative implication to polio eradication. It is therefore important to ensure that any vaccine safety issues are addressed accordingly.",27642458,yes,yes,27642458
17403428,Recurrent spontaneous abortion and skewed X-inactivation: is there an association?,2007,no,Skewed X-inactivation is not associated with recurrent spontaneous abortion but is associated with increasing maternal age.,17403428,no,yes,17403428
21252642,Does increased patient awareness improve accrual into cancer-related clinical trials?,,no,"A set of educational interventions designed for cancer patients significantly improved their satisfaction with information on clinical research, but did not improve clinical trial enrollment of these participants as of 1 year after the study.",21252642,yes,yes,21252642
25503376,Does airway surgery lower serum lipid levels in obstructive sleep apnea patients?,2014,yes,"Surgery may improve blood lipid levels in patients with OSA, especially in patients with preoperative dyslipidemia, potentially yielding a major benefit in metabolism and cardiovascular sequelae. Prospective studies should examine this potential metabolic effect of airway surgery for OSA.",25503376,yes,yes,25503376
12172698,Is withdrawal-induced anxiety in alcoholism based on beta-endorphin deficiency?,2002,yes,Our results give first evidence that lowered beta E during alcohol withdrawal may contribute to anxiety as a common disturbance during this state.,12172698,yes,no,12172698
17551944,Doppler examination of uteroplacental circulation in early pregnancy: can it predict adverse outcome?,2007,yes,Transvaginal Doppler examination can detect hemodynamic changes in uteroplacental circulation associated with subsequent adverse pregnancy outcome.,17551944,yes,no,17551944
17606778,Can vitamin C prevent complex regional pain syndrome in patients with wrist fractures?,2007,yes,Vitamin C reduces the prevalence of complex regional pain syndrome after wrist fractures. A daily dose of 500 mg for fifty days is recommended.,17606778,yes,yes,17606778
24318956,Is digoxin use for cardiovascular disease associated with risk of prostate cancer?,2014,yes,"These data indicate digoxin use may be associated with a reduction in risk of PCa. Given the potential mechanisms by which digoxin may exert an anti-neoplastic effect and other recent studies showing a negative association between digoxin use and PCa, further research is warranted.",24318956,yes,no,24318956
26044262,Are income-related differences in active travel associated with physical environmental characteristics?,2015,no,"The socio-economic gradient in active travel seems independent of physical environmental characteristics. Whilst more affluent populations enjoy advantages on some health outcomes, they will still benefit from increasing their levels of physical activity through active travel. Benefits of active travel to the whole community would include reduced vehicle emissions, reduced carbon consumption, the preservation or enhancement of infrastructure and the presentation of a 'normalised' behaviour.",26044262,yes,no,26044262
20011163,Can Roux-en-Y gastric bypass provide a lifelong solution for diabetes mellitus?,2009,yes,Roux-en-Y gastric bypass is a promising option for lifelong treatment of type 2 diabetes. It has the potential to improve or cure a selected spectrum of type 1 diabetes when performed early in the disease. Further animal model studies or randomized controlled trials are needed to support our conclusion.,20011163,yes,no,20011163
18670651,"Do the changes in the serum levels of IL-2, IL-4, TNFalpha, and IL-6 reflect the inflammatory activity in the patients with post-ERCP pancreatitis?",2008,yes,"The enhancement of serum TNFalpha and IL-6 levels in the patients with ERCP-induced pancreatitis reflects the inflammatory activity. Additionally, these cytokines together with IL-4 can be used in clinical laboratory monitoring of ERCP.",18670651,yes,yes,18670651
24013712,Preoperative platelet count in esophageal squamous cell carcinoma: is it a prognostic factor?,2013,yes,"Preoperative platelet count is a predictive factor for long-term survival in ESCC, especially in nodal-positive patients. We conclude that 205 (×10(9)/L) may be the optimum cutoff point for platelet count in predicting survival in ESCC patients.",24013712,yes,yes,24013712
23240452,Can we predict urinary stone composition based on an analysis of microelement concentration in the hair and urine?,,no,The data obtained did not allow for the creation of a proper and practical algorithm to predict stone chemical composition based on hair and urine analysis.,23240452,no,yes,23240452
21420186,Could ADMA levels in young adults born preterm predict an early endothelial dysfunction?,2012,yes,"Our findings reveal a significant decrease in ADMA levels of ex-ELBW subjects compared to C, underlining a probable correlation with preterm birth and low birth weight. Taken together, these results may underlie the onset of early circulatory dysfunction predictive of increased cardiovascular risk.",21420186,yes,yes,21420186
22302761,Can fractional lasers enhance transdermal absorption of topical lidocaine in an in vivo animal model?,2012,yes,This study demonstrates that laser pretreatment significantly increases absorption of topical lidocaine so that it is detectable in the blood and that manipulating laser settings can affect drug absorption. Future work will look at translating this effect into clinical benefit.,22302761,yes,yes,22302761
21979183,Does intra-abdominal desmoid disease affect patients with an ileal pouch differently than those with an ileorectal anastomosis?,2011,no,"The morbidity associated with desmoid tumors has not been shown to differ, whether they arise after restorative proctocolectomy or ileorectal anastomosis.",21979183,yes,yes,21979183
12607120,Does anastomotic leakage affect functional outcome after rectal resection for cancer?,2003,no,Continence function remained undisturbed after anastomotic leakage due to rectal resection,12607120,no,yes,12607120
25725704,Can clinical supervision sustain our workforce in the current healthcare landscape?,2015,yes,"The results of the study demonstrate that when clinical supervision uses best practice principles, it can provide professional support for allied health workers, even during times of rapid organisational change.",25725704,yes,yes,25725704
24516646,Is the determination of specific IgE against components using ISAC 112 a reproducible technique?,2014,yes,"The allergen microarray immunoassay, ISAC 112, is a repeatable and reproducible in vitro diagnostic tool for determination of sIgE beyond the own laboratory.",24516646,yes,yes,24516646
28247485,Is the first urinary albumin/creatinine ratio (ACR) in women with suspected preeclampsia a prognostic factor for maternal and neonatal adverse outcome?,2017,yes,ACR is an independent prognostic factor for maternal and neonatal adverse outcomes in suspected preeclampsia. ACR may be useful to inform risk predictions within a prognostic model.,28247485,yes,yes,28247485
11334578,Is there awareness of pharmaceutical expenditure in the reformed primary care system?,2001,no,"In view of the results, it is concluded that there is no awareness of PE among the doctors in the reformed PC in our area. This poses a question over the efficacy of feed-back of pharmacy information in order to create this awareness. This information needs to be more frequent and richer in content, and to be complemented by other measures.",11334578,yes,yes,11334578
21593045,Do women with ovaries of polycystic morphology without any other features of PCOS benefit from short-term metformin co-treatment during IVF?,2011,no,There appears to be no benefit in metformin co-treatment before and during IVF in women with PCO without any other features of PCOS. Clinical Trials.gov: NCT01046032.,21593045,yes,yes,21593045
22902073,Estimated fetal weight by ultrasound: a modifiable risk factor for cesarean delivery?,2012,yes,"Knowledge of US-EFW, above and beyond the impact of fetal size itself, increases the risk of CD. Acquisition of US-EFW near term appears to be an independent and potentially modifiable risk factor for CD.",22902073,yes,yes,22902073
26471488,Does Mammographic Density have an Impact on the Margin Re-excision Rate After Breast-Conserving Surgery?,2016,no,Mammographic density is not associated with an increased need for re-excision or resection of unnecessary margins at initial BCS.,26471488,no,yes,26471488
16647887,Are women who are treated for hypothyroidism at risk for pregnancy complications?,2006,no,"Compared with patients without hypothyroidism, patients with treated hypothyroidism are not at any increased risk for perinatal morbidity.",16647887,no,yes,16647887
22668712,Internal derangement of the temporomandibular joint: is there still a place for ultrasound?,2012,no,The present study does not support the recommendation of ultrasound as a conclusive diagnostic tool for internal derangements of the temporomandibular joint.,22668712,no,yes,22668712
18439500,"Laparoscopic myomectomy: do size, number, and location of the myomas form limiting factors for laparoscopic myomectomy?",,no,"Laparoscopic myomectomy can be performed by experienced surgeons regardless of the size, number, or location of the myomas.",18439500,no,yes,18439500
23347337,Is intensive chemotherapy safe for rural cancer patients?,2013,yes,It appears safe to administer intensive chemotherapy regimens at standard doses to rural patients without increased morbidity or mortality. Support for general practitioners through phone or videoconferencing may reduce the safety concerns.,23347337,yes,no,23347337
22970993,Does sex affect the outcome of laparoscopic cholecystectomy?,2013,yes,Laparoscopic cholecystectomy is often challenging in men on account of more adhesions and inflammation. This leads to higher conversion rates and more postoperative complications. Optimized planning and a more experienced operating surgeon may help overcome these problems.,22970993,yes,no,22970993
16498158,Is atropine needed with ketamine sedation?,2006,yes,Ketamine sedation was successful and well tolerated in all cases. The use of atropine as an adjunct for intramuscular ketamine sedation in children significantly reduces hypersalivation and may lower the incidence of post-procedural vomiting. Atropine is associated with a higher incidence of a transient rash. No serious adverse events were noted.,16498158,yes,no,16498158
24622801,Does implant coating with antibacterial-loaded hydrogel reduce bacterial colonization and biofilm formation in vitro?,2014,yes,Implant coating with an antibacterial-loaded hydrogel reduces bacterial colonization and biofilm formation in vitro.,24622801,yes,yes,24622801
15000338,Do family physicians know the costs of medical care?,2004,no,Family doctors in British Columbia have little awareness of the costs of medical care.,15000338,yes,yes,15000338
18568239,Is the ability to perform transurethral resection of the prostate influenced by the surgeon's previous experience?,2008,yes,"The senior urologist was capable of resecting four times more tissue per time unit than the more inexperienced surgeons. Therefore, a surgeon's experience may be important to reduce the risk of secondary TURP due to recurring adenomas or adenomas that were incompletely resected. However, the incidence of complications was the same between the three groups.",18568239,yes,yes,18568239
22075911,Is there a differential in the dental health of new recruits to the British Armed Forces?,2011,yes,A significant difference in dental health between recruits to each Service does exist and is a likely to be a reflection of the sociodemographic background from which they are drawn.,22075911,yes,no,22075911
10401824,Is laparoscopic reoperation for failed antireflux surgery feasible?,1999,yes,"Antireflux surgery failures are most commonly associated with hiatal herniation, followed by the breakdown of the fundoplication. The laparoscopic approach may be used successfully to treat patients with failed antireflux operations. Good results were achieved despite the technical difficulty of the procedures.",10401824,yes,yes,18403945
21880023,Does exercise during pregnancy prevent postnatal depression?,2012,no,"We did not find a lower prevalence of high EPDS scores among women randomized to regular exercise during pregnancy compared with the control group. However, a subgroup of women in the intervention group who did not exercise regularly prior to pregnancy had a reduced risk of postnatal depression.",21880023,yes,yes,21880023
21726930,Is endometrial polyp formation associated with increased expression of vascular endothelial growth factor and transforming growth factor-beta1?,2011,yes,"There was increased expression of TGF-β1 and VEGF in polyps compared to adjacent normal endometrial tissue. It suggested that these cytokines might play a role in endometrial polyp formation. In addition, there was a significant correlation between steroid receptor expression and VEGF and TGF-β1 expression.",21726930,yes,yes,21726930
22768311,Is human cytomegalovirus infection associated with hypertension?,2012,no,"In this nationally representative population-based survey, HCMV seropositivity is associated with hypertension in women in the NHANES population. This association is largely explained by the association of hypertension with age and the increase in past exposure to HCMV with age.",22768311,yes,yes,22768311
15050326,Does radiotherapy around the time of pregnancy for Hodgkin's disease modify the risk of breast cancer?,2004,yes,"The results of this study indicate that the risk of breast cancer after RT is greater with irradiation around the time of pregnancy. This suggests that pregnancy is a time of increased sensitivity of breast tissue to the carcinogenic effects of radiation. Because of the small sample size and limited follow-up, additional studies are recommended to confirm these findings.",15050326,yes,no,15050326
23412195,Should displaced midshaft clavicular fractures be treated surgically?,2013,yes,"The available evidence suggests that the operative treatment for DMCF is associated with a lower rate of nonunion, malunion and complication than nonoperative treatment. This study supports traditional primary operative treatment for DMCF in active adults.",23412195,yes,yes,23412195
16968183,Is laparoscopic cholecystectomy safe and acceptable as a day case procedure?,2006,yes,"Day case laparoscopic cholecystectomy is safe, feasible, and cost-effective when patients are carefully selected. It provides good patient satisfaction.",16968183,yes,yes,16968183
23359100,Is etoricoxib effective in preventing heterotopic ossification after primary total hip arthroplasty?,2013,yes,Etoricoxib seems effective in preventing heterotopic ossification after total hip arthroplasty. This finding further supports the use of COX-2 inhibitors for the prevention of heterotopic ossification following total hip arthroplasty.,23359100,yes,yes,23359100
15943725,Should serum pancreatic lipase replace serum amylase as a biomarker of acute pancreatitis?,2005,yes,It is concluded that serum pancreatic lipase is a more accurate biomarker of acute pancreatitis than serum amylase.,15943725,yes,yes,15943725
9722752,Does bone anchor fixation improve the outcome of percutaneous bladder neck suspension in female stress urinary incontinence?,1998,yes,"The poor success rate in the study corresponds with the long-term results of conventional or modified needle suspension procedures and does not reinforce the optimistic results of bone anchoring published recently. Because of the poorer long-term results from percutaneous needle suspension than from other techniques of open retropubic bladder neck suspension, it remains questionable whether percutaneous needle suspension should be considered a first-line procedure for the treatment of female stress urinary incontinence.",9722752,yes,yes,9722752
23870157,Are intraoperative precursor events associated with postoperative major adverse events?,2014,yes,Patients undergoing cardiac surgery who are exposed to intraoperative precursor events were more likely to experience a postoperative MACE. Quality improvement techniques aimed at mitigating the consequences of precursor events might improve the surgical outcomes for cardiac surgical patients.,23870157,yes,yes,23870157
22303473,Does a family meetings intervention prevent depression and anxiety in family caregivers of dementia patients?,2012,no,"This study did not demonstrate preventive effects of family meetings on the mental health of family caregivers. Further research should determine whether this intervention might be more beneficial if provided in a more concentrated dose, when applied for therapeutic purposes or targeted towards subgroups of caregivers.",22303473,yes,yes,22303473
24270957,Is combined therapy more effective than growth hormone or hyperbaric oxygen alone in the healing of left ischemic and non-ischemic colonic anastomoses?,2013,yes,Combined treatment with recombinant human growth hormone and hyperbaric oxygen resulted in a favorable therapeutic effect on the healing of ischemic colonic anastomoses.,24270957,yes,yes,24270957
23848044,Does oxybutynin hydrochloride cause arrhythmia in children with bladder dysfunction?,2013,yes,"For this reason, children using such drugs should be closely monitored for cardiac arrhythmia.",23848044,no,yes,23848044
9920954,"Do ""America's Best Hospitals"" perform better for acute myocardial infarction?",1999,yes,"Admission to a hospital ranked high on the list of ""America's Best Hospitals"" was associated with lower 30-day mortality among elderly patients with acute myocardial infarction. A substantial portion of the survival advantage may be associated with these hospitals' higher rates of use of aspirin and beta-blocker therapy.",9920954,yes,yes,9920954
21276532,Does preoperative anemia adversely affect colon and rectal surgery outcomes?,2011,yes,This large multicenter database analysis suggests that the presence of severe and moderate and even mild preoperative anemia is an independent risk factor for complications and a longer hospital stay after colon surgery.,21276532,yes,yes,21276532
23379759,Can early second-look tympanoplasty reduce the rate of conversion to modified radical mastoidectomy?,2013,yes,"Combined approach tympanoplasty (CAT) allows for successful treatment of cholesteatoma with rates of recurrent and residual disease comparable to open mastoid surgery. Early timing of second-look procedures allows easier removal of any recurrent or residual disease, which reduces the conversion rate to open mastoidectomy.",23379759,no,yes,23379759
25891436,Is serum total bilirubin useful to differentiate cardioembolic stroke from other stroke subtypes?,2015,yes,Serum TB level was independently associated with cardioembolic stroke. The combination of clinical data and serum TB may be a feasible strategy to diagnose cardioembolic stroke in the acute phase.,25891436,yes,yes,25891436
24450673,Delayed imaging in routine CT examinations of the abdomen and pelvis: is it worth the additional cost of radiation and time?,2014,no,"An additional delayed phase through the abdomen in routine contrast-enhanced CT examinations of the abdomen and pelvis is of low yield, particularly if reliable follow-up imaging to further elucidate uncertain findings is available.",24450673,yes,yes,24450673
17914515,"Suturing of the nasal septum after septoplasty, is it an effective alternative to nasal packing?",2007,yes,"Septal suturing after septoplasty offers the following advantages: elimination of discomfort for the patients, minimal complications, the outcome is almost the same as with nasal packing, and finally the hospital stay is less than with nasal packing. Therefore, suturing of the nasal septum after septoplasty should be a preferred alternative to nasal packing.",17914515,yes,yes,17914515
24739448,Have antiepileptic drug prescription claims changed following the FDA suicidality warning?,2014,no,"During the time period considered, the FDA AED-related suicidality warning does not appear to have significantly affected prescription claims of AED medications for the study population.",24739448,yes,no,24739448
19444061,Does ossification of the posterior longitudinal ligament affect the neurological outcome after traumatic cervical cord injury?,2009,no,"No evidence was found for OPLL to have any effect on the initial neurologic status or recovery in motor function after traumatic cervical cord injury, suggesting that the neurologic outcome is not significantly dependent on canal space.",19444061,yes,no,19444061
25669733,Can distal ureteral diameter predict reflux resolution after endoscopic injection?,2015,yes,UDR provides an objective measurement of VUR and appears as a predictive tool of success after endoscopic injection.,25669733,yes,yes,25669733
20577124,Is leptin involved in phagocytic NADPH oxidase overactivity in obesity?,2010,yes,These findings show that phagocytic NADPH oxidase activity is increased in obesity and is related to preclinical atherosclerosis in this condition. We also suggest that hyperleptinemia may contribute to phagocytic NADPH oxidase overactivity in obesity.,20577124,yes,yes,20577124
21592383,Canada's Compassionate Care Benefit: is it an adequate public health response to addressing the issue of caregiver burden in end-of-life care?,2011,no,"This study, from the perspective of family caregivers, demonstrates that the CCB is not living up to its full potential in sustaining informal P/EOL caregivers. Effort is required to transform the CCB so that it may fulfill the potential it holds for serving as one public health response to caregiver burden that forms part of a healthy public policy that addresses the determinants of this burden.",21592383,yes,yes,21592383
11053064,Fatigue in primary Sjögren's syndrome: is there a link with the fibromyalgia syndrome?,2000,no,The results show that fatigue in patients with pSS and sSS is not due to the coexistence of FM in most cases. A lower incidence in the United Kingdom of FM in patients with pSS was found than has been previously reported.,11053064,yes,yes,11053064
9745063,Is laparoscopic sonography a reliable and sensitive procedure for staging colorectal cancer?,1998,yes,"The results obtained in this study demonstrate that LUS is an accurate and highly sensitive procedure in staging colorectal cancer, providing a useful and reliable diagnostic tool complementary to laparoscopy.",9745063,yes,yes,9745063
11138995,Is alexithymia a risk factor for unexplained physical symptoms in general medical outpatients?,,no,"In the majority of patients with medically unexplained physical symptoms, alexithymia does not play a role of clinical significance. Patients with unexplained physical symptoms are heterogeneous with respect to psychiatric syndrome pathology and probably also with respect to personality pathology.",11138995,yes,yes,11138995
